tx_id	ensgene	symbol
YHR017W	YHR017W	YSC83
YHR018C	YHR018C	ARG4
YHR019C	YHR019C	DED81
YHR020W	YHR020W	YHR020W
tA(AGC)H	tA(AGC)H	tA(AGC)H
YHR021C	YHR021C	RPS27B
YHR021W-A	YHR021W-A	ECM12
YHR022C	YHR022C	YHR022C
YHR022C-A	YHR022C-A	YHR022C-A
YHR023W	YHR023W	MYO1
YHR024C	YHR024C	MAS2
YHR025W	YHR025W	THR1
YHR026W	YHR026W	VMA16
YHR027C	YHR027C	RPN1
YHR028C	YHR028C	DAP2
YHR028W-A	YHR028W-A	YHR028W-A
YHR029C	YHR029C	YHI9
YHR030C	YHR030C	SLT2
YHR031C	YHR031C	RRM3
YHR032W	YHR032W	ERC1
YHR032W-A	YHR032W-A	YHR032W-A
YHR032C-A	YHR032C-A	YHR032C-A
YHR033W	YHR033W	YHR033W
YHR034C	YHR034C	PIH1
YHR035W	YHR035W	NEL1
YHR036W	YHR036W	BRL1
YHR037W	YHR037W	PUT2
YHR038W	YHR038W	RRF1
YHR039C	YHR039C	MSC7
YHR039C-A	YHR039C-A	VMA10
YHR040W	YHR040W	BCD1
YHR041C	YHR041C	SRB2
YHR042W	YHR042W	NCP1
YHR043C	YHR043C	DOG2
YHR044C	YHR044C	DOG1
YHR045W	YHR045W	YHR045W
YHR046C	YHR046C	INM1
YHR047C	YHR047C	AAP1
YHR048W	YHR048W	YHK8
YHR049W	YHR049W	FSH1
YHR049C-A	YHR049C-A	YHR049C-A
YHR050W	YHR050W	SMF2
YHR050W-A	YHR050W-A	YHR050W-A
YHR051W	YHR051W	COX6
YHR052W	YHR052W	CIC1
RUF5-1	RUF5-1	RUF5-1
YHR052W-A	YHR052W-A	YHR052W-A
YHR053C	YHR053C	CUP1-1
YHR054C	YHR054C	YHR054C
RUF5-2	RUF5-2	RUF5-2
YHR054W-A	YHR054W-A	YHR054W-A
YHR055C	YHR055C	CUP1-2
YHR056C	YHR056C	RSC30
YHR056W-A	YHR056W-A	YHR056W-A
YHR057C	YHR057C	CPR2
YHR058C	YHR058C	MED6
YHR059W	YHR059W	FYV4
YHR060W	YHR060W	VMA22
YHR061C	YHR061C	GIC1
YHR062C	YHR062C	RPP1
YHR063C	YHR063C	PAN5
YHR063W-A	YHR063W-A	YHR063W-A
YHR064C	YHR064C	SSZ1
YHR065C	YHR065C	RRP3
YHR066W	YHR066W	SSF1
YHR067W	YHR067W	HTD2
YHR068W	YHR068W	DYS1
YHR069C	YHR069C	RRP4
YHR069C-A	YHR069C-A	YHR069C-A
YHR070W	YHR070W	TRM5
YHR070C-A	YHR070C-A	YHR070C-A
YHR071W	YHR071W	PCL5
tF(GAA)H1	tF(GAA)H1	tF(GAA)H1
YHR071C-A	YHR071C-A	YHR071C-A
YHR072W	YHR072W	ERG7
YHR072W-A	YHR072W-A	NOP10
YHR073W	YHR073W	OSH3
YHR073W-A	YHR073W-A	YHR073W-A
YHR073C-B	YHR073C-B	YHR073C-B
YHR074W	YHR074W	QNS1
YHR075C	YHR075C	PPE1
YHR076W	YHR076W	PTC7
YHR077C	YHR077C	NMD2
YHR078W	YHR078W	YHR078W
YHR079C	YHR079C	IRE1
YHR079C-A	YHR079C-A	SAE3
YHR080C	YHR080C	YHR080C
YHR081W	YHR081W	LRP1
YHR082C	YHR082C	KSP1
YHR083W	YHR083W	SAM35
YHR084W	YHR084W	STE12
YHR085W	YHR085W	IPI1
YHR086W	YHR086W	NAM8
YHR086W-A	YHR086W-A	YHR086W-A
YHR087W	YHR087W	RTC3
YHR088W	YHR088W	RPF1
YHR089C	YHR089C	GAR1
YHR090C	YHR090C	YNG2
YHR091C	YHR091C	MSR1
YHR092C	YHR092C	HXT4
YHR093W	YHR093W	AHT1
YHR094C	YHR094C	HXT1
YHR095W	YHR095W	YHR095W
YHR096C	YHR096C	HXT5
YHR097C	YHR097C	YHR097C
YHR098C	YHR098C	SFB3
YHR099W	YHR099W	TRA1
YHR100C	YHR100C	GEP4
YHR101C	YHR101C	BIG1
YHR102W	YHR102W	KIC1
YHR103W	YHR103W	SBE22
YHR104W	YHR104W	GRE3
YHR105W	YHR105W	YPT35
YHR106W	YHR106W	TRR2
YHR107C	YHR107C	CDC12
YHR108W	YHR108W	GGA2
YHR109W	YHR109W	CTM1
YHR110W	YHR110W	ERP5
YHR111W	YHR111W	UBA4
YHR112C	YHR112C	YHR112C
YHR113W	YHR113W	APE4
YHR114W	YHR114W	BZZ1
YHR115C	YHR115C	DMA1
YHR116W	YHR116W	COX23
YHR117W	YHR117W	TOM71
YHR118C	YHR118C	ORC6
YHR119W	YHR119W	SET1
YHR120W	YHR120W	MSH1
YHR121W	YHR121W	LSM12
YHR122W	YHR122W	CIA2
YHR123W	YHR123W	EPT1
YHR124W	YHR124W	NDT80
tF(GAA)H2	tF(GAA)H2	tF(GAA)H2
YHR125W	YHR125W	YHR125W
YHR126C	YHR126C	ANS1
YHR127W	YHR127W	YHR127W
YHR128W	YHR128W	FUR1
YHR129C	YHR129C	ARP1
YHR130C	YHR130C	YHR130C
YHR131C	YHR131C	YHR131C
YHR131W-A	YHR131W-A	YHR131W-A
YHR132C	YHR132C	ECM14
YHR132W-A	YHR132W-A	IGO2
YHR133C	YHR133C	NSG1
YHR134W	YHR134W	WSS1
YHR135C	YHR135C	YCK1
YHR136C	YHR136C	SPL2
YHR137W	YHR137W	ARO9
YHR137C-A	YHR137C-A	YHR137C-A
YHR138C	YHR138C	YHR138C
YHR139C	YHR139C	SPS100
YHR139C-A	YHR139C-A	YHR139C-A
YHR140W	YHR140W	YHR140W
snR32	snR32	snR32
YHR141C	YHR141C	RPL42B
YHR142W	YHR142W	CHS7
YHR143W	YHR143W	DSE2
YHR143W-A	YHR143W-A	RPC10
YHR144C	YHR144C	DCD1
tP(UGG)H	tP(UGG)H	SUF8
YHR145C	YHR145C	YHR145C
YHR146W	YHR146W	CRP1
YHR147C	YHR147C	MRPL6
YHR148W	YHR148W	IMP3
YHR149C	YHR149C	SKG6
YHR150W	YHR150W	PEX28
YHR151C	YHR151C	MTC6
YHR152W	YHR152W	SPO12
YHR153C	YHR153C	SPO16
YHR154W	YHR154W	RTT107
YHR155W	YHR155W	YSP1
snR71	snR71	snR71
YHR156C	YHR156C	LIN1
YHR157W	YHR157W	REC104
YHR158C	YHR158C	KEL1
YHR159W	YHR159W	TDA11
YHR160C	YHR160C	PEX18
YHR161C	YHR161C	YAP1801
YHR162W	YHR162W	MPC2
YHR163W	YHR163W	SOL3
YHR164C	YHR164C	DNA2
YHR165C	YHR165C	PRP8
YHR165W-A	YHR165W-A	YHR165W-A
YHR166C	YHR166C	CDC23
YHR167W	YHR167W	THP2
YHR168W	YHR168W	MTG2
YHR169W	YHR169W	DBP8
YHR170W	YHR170W	NMD3
YHR171W	YHR171W	ATG7
YHR172W	YHR172W	SPC97
YHR173C	YHR173C	YHR173C
YHR174W	YHR174W	ENO2
YHR175W	YHR175W	CTR2
YHR175W-A	YHR175W-A	YHR175W-A
YHR176W	YHR176W	FMO1
YHR177W	YHR177W	YHR177W
YHR178W	YHR178W	STB5
YHR179W	YHR179W	OYE2
YHR180W	YHR180W	YHR180W
YHR180W-A	YHR180W-A	YHR180W-A
YHR180C-B	YHR180C-B	YHR180C-B
tT(UGU)H	tT(UGU)H	tT(UGU)H
YHR181W	YHR181W	SVP26
YHR182W	YHR182W	YHR182W
YHR182C-A	YHR182C-A	YHR182C-A
YHR183W	YHR183W	GND1
YHR184W	YHR184W	SSP1
YHR185C	YHR185C	PFS1
tV(CAC)H	tV(CAC)H	tV(CAC)H
YHR186C	YHR186C	KOG1
YHR187W	YHR187W	IKI1
YHR188C	YHR188C	GPI16
YHR189W	YHR189W	PTH1
YHR190W	YHR190W	ERG9
YHR191C	YHR191C	CTF8
YHR192W	YHR192W	LNP1
YHR193C	YHR193C	EGD2
YHR193C-A	YHR193C-A	YHR193C-A
YHR194W	YHR194W	MDM31
YHR195W	YHR195W	NVJ1
YHR196W	YHR196W	UTP9
YHR197W	YHR197W	RIX1
YHR198C	YHR198C	AIM18
YHR199C	YHR199C	AIM46
YHR199C-A	YHR199C-A	NBL1
YHR200W	YHR200W	RPN10
YHR201C	YHR201C	PPX1
YHR202W	YHR202W	YHR202W
YHR203C	YHR203C	RPS4B
YHR204W	YHR204W	MNL1
YHR205W	YHR205W	SCH9
YHR206W	YHR206W	SKN7
YHR207C	YHR207C	SET5
YHR208W	YHR208W	BAT1
YHR209W	YHR209W	CRG1
YHR210C	YHR210C	YHR210C
YHR211W	YHR211W	FLO5
YHR212C	YHR212C	YHR212C
YHR212W-A	YHR212W-A	YHR212W-A
YHR213W	YHR213W	YHR213W
YHR213W-A	YHR213W-A	YHR213W-A
YHR213W-B	YHR213W-B	YHR213W-B
YHR214W	YHR214W	YHR214W
YHR214W-A	YHR214W-A	YHR214W-A
YHR214C-B	YHR214C-B	YHR214C-B
YHR214C-C	YHR214C-C	YHR214C-C
YHR214C-D	YHR214C-D	YHR214C-D
YHR214C-E	YHR214C-E	YHR214C-E
YHR215W	YHR215W	PHO12
YHR216W	YHR216W	IMD2
YHR217C	YHR217C	YHR217C
YHR218W	YHR218W	YHR218W
YHR218W-A	YHR218W-A	YHR218W-A
YHR219W	YHR219W	YHR219W
YHR219C-A	YHR219C-A	YHR219C-A
YJL225C	YJL225C	YJL225C
YJL225W-A	YJL225W-A	YJL225W-A
YJL223C	YJL223C	PAU1
YJL222W-B	YJL222W-B	YJL222W-B
YJL222W-A	YJL222W-A	YJL222W-A
YJL222W	YJL222W	VTH2
YJL221C	YJL221C	IMA4
YJL220W	YJL220W	YJL220W
YJL219W	YJL219W	HXT9
YJL218W	YJL218W	YJL218W
YJL217W	YJL217W	REE1
YJL216C	YJL216C	IMA5
YJL215C	YJL215C	YJL215C
YJL214W	YJL214W	HXT8
YJL213W	YJL213W	YJL213W
YJL212C	YJL212C	OPT1
YJL211C	YJL211C	YJL211C
YJL210W	YJL210W	PEX2
YJL209W	YJL209W	CBP1
YJL208C	YJL208C	NUC1
YJL207C	YJL207C	LAA1
YJL206C	YJL206C	YJL206C
YJL205C	YJL205C	NCE101
YJL204C	YJL204C	RCY1
YJL203W	YJL203W	PRP21
YJL202C	YJL202C	YJL202C
YJL201W	YJL201W	ECM25
YJL200C	YJL200C	ACO2
tT(AGU)J	tT(AGU)J	tT(AGU)J
YJL199C	YJL199C	MBB1
YJL198W	YJL198W	PHO90
YJL197W	YJL197W	UBP12
YJL197C-A	YJL197C-A	YJL197C-A
YJL196C	YJL196C	ELO1
YJL195C	YJL195C	YJL195C
YJL194W	YJL194W	CDC6
YJL193W	YJL193W	YJL193W
YJL192C	YJL192C	SOP4
YJL191W	YJL191W	RPS14B
YJL190C	YJL190C	RPS22A
YJL189W	YJL189W	RPL39
YJL188C	YJL188C	BUD19
YJL187C	YJL187C	SWE1
YJL186W	YJL186W	MNN5
YJL185C	YJL185C	ATG36
YJL184W	YJL184W	GON7
YJL183W	YJL183W	MNN11
YJL182C	YJL182C	YJL182C
YJL181W	YJL181W	YJL181W
YJL180C	YJL180C	ATP12
YJL179W	YJL179W	PFD1
YJL178C	YJL178C	ATG27
YJL177W	YJL177W	RPL17B
YJL176C	YJL176C	SWI3
YJL175W	YJL175W	YJL175W
YJL174W	YJL174W	KRE9
YJL173C	YJL173C	RFA3
YJL172W	YJL172W	CPS1
YJL171C	YJL171C	YJL171C
YJL170C	YJL170C	ASG7
YJL169W	YJL169W	YJL169W
YJL168C	YJL168C	SET2
YJL167W	YJL167W	ERG20
YJL166W	YJL166W	QCR8
YJL165C	YJL165C	HAL5
YJL164C	YJL164C	TPK1
YJL163C	YJL163C	YJL163C
YJL162C	YJL162C	JJJ2
tE(UUC)J	tE(UUC)J	tE(UUC)J
YJL161W	YJL161W	FMP33
YJL160C	YJL160C	YJL160C
YJL159W	YJL159W	HSP150
YJL158C	YJL158C	CIS3
YJL157C	YJL157C	FAR1
YJL156W-A	YJL156W-A	YJL156W-A
YJL156C	YJL156C	SSY5
YJL155C	YJL155C	FBP26
YJL154C	YJL154C	VPS35
YJL153C	YJL153C	INO1
YJL152W	YJL152W	YJL152W
YJL151C	YJL151C	SNA3
YJL150W	YJL150W	YJL150W
YJL149W	YJL149W	DAS1
snR128	snR128	snR128
snR190	snR190	snR190
YJL148W	YJL148W	RPA34
YJL147C	YJL147C	YJL147C
YJL146W	YJL146W	IDS2
YJL145W	YJL145W	SFH5
YJL144W	YJL144W	YJL144W
YJL143W	YJL143W	TIM17
YJL142C	YJL142C	IRC9
YJL141C	YJL141C	YAK1
YJL140W	YJL140W	RPB4
YJL139C	YJL139C	YUR1
YJL138C	YJL138C	TIF2
YJL137C	YJL137C	GLG2
YJL136W-A	YJL136W-A	YJL136W-A
YJL136C	YJL136C	RPS21B
YJL135W	YJL135W	YJL135W
YJL134W	YJL134W	LCB3
YJL133C-A	YJL133C-A	YJL133C-A
YJL133W	YJL133W	MRS3
YJL132W	YJL132W	YJL132W
YJL131C	YJL131C	AIM23
YJL130C	YJL130C	URA2
YJL129C	YJL129C	TRK1
YJL128C	YJL128C	PBS2
YJL127W-A	YJL127W-A	YJL127W-A
YJL127C-B	YJL127C-B	YJL127C-B
YJL127C	YJL127C	SPT10
YJL126W	YJL126W	NIT2
YJL125C	YJL125C	GCD14
YJL124C	YJL124C	LSM1
YJL123C	YJL123C	MTC1
YJL122W	YJL122W	ALB1
YJL121C	YJL121C	RPE1
YJL120W	YJL120W	YJL120W
YJL119C	YJL119C	YJL119C
YJL118W	YJL118W	YJL118W
YJL117W	YJL117W	PHO86
YJL116C	YJL116C	NCA3
YJL115W	YJL115W	ASF1
tA(AGC)J	tA(AGC)J	tA(AGC)J
YJL114W	YJL114W	YJL114W
YJL113W	YJL113W	YJL113W
tD(GUC)J1	tD(GUC)J1	tD(GUC)J1
YJL112W	YJL112W	MDV1
YJL111W	YJL111W	CCT7
YJL110C	YJL110C	GZF3
YJL109C	YJL109C	UTP10
YJL108C	YJL108C	PRM10
YJL107C	YJL107C	YJL107C
YJL106W	YJL106W	IME2
YJL105W	YJL105W	SET4
YJL104W	YJL104W	PAM16
snR37	snR37	snR37
YJL103C	YJL103C	GSM1
YJL102W	YJL102W	MEF2
tR(ACG)J	tR(ACG)J	tR(ACG)J
YJL101C	YJL101C	GSH1
YJL100W	YJL100W	LSB6
YJL099W	YJL099W	CHS6
YJL098W	YJL098W	SAP185
YJL097W	YJL097W	PHS1
YJL096W	YJL096W	MRPL49
YJL095W	YJL095W	BCK1
YJL094C	YJL094C	KHA1
YJL093C	YJL093C	TOK1
YJL092W	YJL092W	SRS2
YJL091C	YJL091C	GWT1
YJL090C	YJL090C	DPB11
YJL089W	YJL089W	SIP4
YJL088W	YJL088W	ARG3
YJL087C	YJL087C	TRL1
YJL086C	YJL086C	YJL086C
YJL085W	YJL085W	EXO70
YJL084C	YJL084C	ALY2
YJL083W	YJL083W	TAX4
YJL082W	YJL082W	IML2
YJL081C	YJL081C	ARP4
YJL080C	YJL080C	SCP160
YJL079C	YJL079C	PRY1
YJL078C	YJL078C	PRY3
YJL077W-B	YJL077W-B	YJL077W-B
YJL077C	YJL077C	ICS3
YJL077W-A	YJL077W-A	YJL077W-A
YJL076W	YJL076W	NET1
YJL075C	YJL075C	APQ13
YJL074C	YJL074C	SMC3
YJL073W	YJL073W	JEM1
YJL072C	YJL072C	PSF2
YJL071W	YJL071W	ARG2
YJL070C	YJL070C	YJL070C
YJL069C	YJL069C	UTP18
YJL068C	YJL068C	YJL068C
YJL067W	YJL067W	YJL067W
YJL066C	YJL066C	MPM1
YJL065C	YJL065C	DLS1
YJL064W	YJL064W	YJL064W
YJL063C	YJL063C	MRPL8
YJL062W-A	YJL062W-A	COA3
YJL062W	YJL062W	LAS21
YJL061W	YJL061W	NUP82
YJL060W	YJL060W	BNA3
YJL059W	YJL059W	YHC3
YJL058C	YJL058C	BIT61
YJL057C	YJL057C	IKS1
YJL056C	YJL056C	ZAP1
YJL055W	YJL055W	YJL055W
YJL054W	YJL054W	TIM54
YJL053W	YJL053W	PEP8
YJL052C-A	YJL052C-A	YJL052C-A
YJL052W	YJL052W	TDH1
YJL051W	YJL051W	IRC8
YJL050W	YJL050W	MTR4
YJL049W	YJL049W	YJL049W
YJL048C	YJL048C	UBX6
YJL047C-A	YJL047C-A	YJL047C-A
snR60	snR60	snR60
YJL047C	YJL047C	RTT101
YJL046W	YJL046W	AIM22
tY(GUA)J1	tY(GUA)J1	SUP7
tR(UCU)J1	tR(UCU)J1	tR(UCU)J1
tD(GUC)J2	tD(GUC)J2	tD(GUC)J2
YJL045W	YJL045W	YJL045W
YJL044C	YJL044C	GYP6
YJL043W	YJL043W	YJL043W
YJL042W	YJL042W	MHP1
YJL041W	YJL041W	NSP1
YJL039C	YJL039C	NUP192
tD(GUC)J3	tD(GUC)J3	tD(GUC)J3
tR(UCU)J2	tR(UCU)J2	tR(UCU)J2
YJL038C	YJL038C	LOH1
YJL037W	YJL037W	IRC18
tV(AAC)J	tV(AAC)J	tV(AAC)J
YJL036W	YJL036W	SNX4
YJL035C	YJL035C	TAD2
YJL034W	YJL034W	KAR2
YJL033W	YJL033W	HCA4
YJL032W	YJL032W	YJL032W
YJL031C	YJL031C	BET4
YJL030W	YJL030W	MAD2
YJL029C	YJL029C	VPS53
tM(CAU)J1	tM(CAU)J1	EMT5
YJL028W	YJL028W	YJL028W
YJL027C	YJL027C	YJL027C
YJL026W	YJL026W	RNR2
YJL026C-A	YJL026C-A	YJL026C-A
YJL025W	YJL025W	RRN7
YJL024C	YJL024C	APS3
tG(GCC)J1	tG(GCC)J1	tG(GCC)J1
YJL023C	YJL023C	PET130
YJL022W	YJL022W	YJL022W
YJL020C	YJL020C	BBC1
YJL020W-A	YJL020W-A	YJL020W-A
YJL019W	YJL019W	MPS3
YJL016W	YJL016W	YJL016W
YJL015C	YJL015C	YJL015C
YJL014W	YJL014W	CCT3
YJL013C	YJL013C	MAD3
YJL012C	YJL012C	VTC4
YJL011C	YJL011C	RPC17
tK(CUU)J	tK(CUU)J	tK(CUU)J
tW(CCA)J	tW(CCA)J	tW(CCA)J
YJL010C	YJL010C	NOP9
YJL009W	YJL009W	YJL009W
YJL008C	YJL008C	CCT8
YJL007C	YJL007C	YJL007C
tM(CAU)J2	tM(CAU)J2	EMT3
YJL006C	YJL006C	CTK2
tL(UAA)J	tL(UAA)J	SUP51
YJL005W	YJL005W	CYR1
YJL004C	YJL004C	SYS1
YJL003W	YJL003W	COX16
YJL002C	YJL002C	OST1
YJL001W	YJL001W	PRE3
YJR001W	YJR001W	AVT1
YJR002W	YJR002W	MPP10
YJR003C	YJR003C	YJR003C
YJR004C	YJR004C	SAG1
YJR005W	YJR005W	APL1
YJR005C-A	YJR005C-A	LSO1
YJR006W	YJR006W	POL31
YJR007W	YJR007W	SUI2
YJR008W	YJR008W	MHO1
YJR009C	YJR009C	TDH2
YJR010W	YJR010W	MET3
YJR010C-A	YJR010C-A	SPC1
YJR011C	YJR011C	YJR011C
YJR012C	YJR012C	YJR012C
YJR013W	YJR013W	GPI14
YJR014W	YJR014W	TMA22
YJR015W	YJR015W	YJR015W
YJR016C	YJR016C	ILV3
YJR017C	YJR017C	ESS1
YJR018W	YJR018W	YJR018W
YJR019C	YJR019C	TES1
YJR020W	YJR020W	YJR020W
YJR021C	YJR021C	REC107
YJR022W	YJR022W	LSM8
YJR023C	YJR023C	YJR023C
YJR024C	YJR024C	MDE1
YJR025C	YJR025C	BNA1
YJR027W	YJR027W	YJR027W
YJR026W	YJR026W	YJR026W
YJR029W	YJR029W	YJR029W
YJR028W	YJR028W	YJR028W
YJR030C	YJR030C	YJR030C
YJR031C	YJR031C	GEA1
YJR032W	YJR032W	CPR7
YJR033C	YJR033C	RAV1
YJR034W	YJR034W	PET191
YJR035W	YJR035W	RAD26
YJR036C	YJR036C	HUL4
YJR037W	YJR037W	YJR037W
YJR038C	YJR038C	YJR038C
YJR039W	YJR039W	YJR039W
YJR040W	YJR040W	GEF1
YJR041C	YJR041C	URB2
YJR042W	YJR042W	NUP85
YJR043C	YJR043C	POL32
tM(CAU)J3	tM(CAU)J3	IMT3
YJR044C	YJR044C	VPS55
YJR045C	YJR045C	SSC1
YJR046W	YJR046W	TAH11
tS(AGA)J	tS(AGA)J	tS(AGA)J
YJR047C	YJR047C	ANB1
YJR048W	YJR048W	CYC1
YJR049C	YJR049C	UTR1
YJR050W	YJR050W	ISY1
YJR051W	YJR051W	OSM1
tG(GCC)J2	tG(GCC)J2	SUF23
YJR052W	YJR052W	RAD7
YJR053W	YJR053W	BFA1
YJR054W	YJR054W	KCH1
tR(CCU)J	tR(CCU)J	HSX1
YJR055W	YJR055W	HIT1
tD(GUC)J4	tD(GUC)J4	tD(GUC)J4
YJR056C	YJR056C	YJR056C
tY(GUA)J2	tY(GUA)J2	SUP4
YJR057W	YJR057W	CDC8
YJR058C	YJR058C	APS2
YJR059W	YJR059W	PTK2
YJR060W	YJR060W	CBF1
YJR061W	YJR061W	YJR061W
YJR062C	YJR062C	NTA1
YJR063W	YJR063W	RPA12
YJR064W	YJR064W	CCT5
YJR065C	YJR065C	ARP3
YJR066W	YJR066W	TOR1
YJR067C	YJR067C	YAE1
YJR068W	YJR068W	RFC2
YJR069C	YJR069C	HAM1
YJR070C	YJR070C	LIA1
YJR071W	YJR071W	YJR071W
YJR072C	YJR072C	NPA3
YJR073C	YJR073C	OPI3
YJR074W	YJR074W	MOG1
YJR075W	YJR075W	HOC1
YJR076C	YJR076C	CDC11
YJR077C	YJR077C	MIR1
YJR078W	YJR078W	BNA2
YJR079W	YJR079W	YJR079W
YJR080C	YJR080C	AIM24
YJR082C	YJR082C	EAF6
YJR083C	YJR083C	ACF4
YJR084W	YJR084W	YJR084W
YJR085C	YJR085C	YJR085C
YJR086W	YJR086W	STE18
YJR087W	YJR087W	YJR087W
YJR088C	YJR088C	EMC2
YJR089W	YJR089W	BIR1
YJR090C	YJR090C	GRR1
YJR091C	YJR091C	JSN1
YJR092W	YJR092W	BUD4
YJR093C	YJR093C	FIP1
YJR094C	YJR094C	IME1
YJR094W-A	YJR094W-A	RPL43B
YJR095W	YJR095W	SFC1
YJR096W	YJR096W	YJR096W
YJR097W	YJR097W	JJJ3
YJR098C	YJR098C	YJR098C
YJR099W	YJR099W	YUH1
YJR100C	YJR100C	AIM25
tL(UAG)J	tL(UAG)J	tL(UAG)J
YJR101W	YJR101W	RSM26
YJR102C	YJR102C	VPS25
YJR103W	YJR103W	URA8
YJR104C	YJR104C	SOD1
YJR105W	YJR105W	ADO1
YJR106W	YJR106W	ECM27
YJR107W	YJR107W	YJR107W
YJR108W	YJR108W	ABM1
YJR109C	YJR109C	CPA2
YJR110W	YJR110W	YMR1
YJR111C	YJR111C	YJR111C
YJR112W	YJR112W	NNF1
YJR112W-A	YJR112W-A	YJR112W-A
YJR113C	YJR113C	RSM7
YJR114W	YJR114W	YJR114W
YJR115W	YJR115W	YJR115W
YJR116W	YJR116W	TDA4
YJR117W	YJR117W	STE24
YJR118C	YJR118C	ILM1
YJR119C	YJR119C	JHD2
YJR120W	YJR120W	YJR120W
YJR121W	YJR121W	ATP2
YJR122W	YJR122W	IBA57
YJR123W	YJR123W	RPS5
YJR124C	YJR124C	YJR124C
YJR125C	YJR125C	ENT3
YJR126C	YJR126C	VPS70
YJR127C	YJR127C	RSF2
YJR128W	YJR128W	YJR128W
snR3	snR3	snR3
YJR129C	YJR129C	EFM3
YJR130C	YJR130C	STR2
YJR131W	YJR131W	MNS1
YJR132W	YJR132W	NMD5
YJR133W	YJR133W	XPT1
YJR134C	YJR134C	SGM1
YJR135C	YJR135C	MCM22
YJR135W-A	YJR135W-A	TIM8
YJR136C	YJR136C	TTI2
YJR137C	YJR137C	MET5
YJR138W	YJR138W	IML1
YJR139C	YJR139C	HOM6
YJR140C	YJR140C	HIR3
YJR140W-A	YJR140W-A	YJR140W-A
YJR141W	YJR141W	YJR141W
YJR142W	YJR142W	YJR142W
YJR143C	YJR143C	PMT4
YJR144W	YJR144W	MGM101
YJR145C	YJR145C	RPS4A
YJR146W	YJR146W	YJR146W
YJR147W	YJR147W	HMS2
YJR148W	YJR148W	BAT2
YJR149W	YJR149W	YJR149W
YJR150C	YJR150C	DAN1
YJR151C	YJR151C	DAN4
YJR151W-A	YJR151W-A	YJR151W-A
YJR152W	YJR152W	DAL5
YJR153W	YJR153W	PGU1
YJR154W	YJR154W	YJR154W
YJR155W	YJR155W	AAD10
YJR156C	YJR156C	THI11
YJR157W	YJR157W	YJR157W
YJR158W	YJR158W	HXT16
YJR159W	YJR159W	SOR1
YJR160C	YJR160C	MPH3
YJR161C	YJR161C	COS5
YJR162C	YJR162C	YJR162C
YKL225W	YKL225W	YKL225W
YKL224C	YKL224C	PAU16
YKL223W	YKL223W	YKL223W
YKL222C	YKL222C	YKL222C
YKL221W	YKL221W	MCH2
YKL220C	YKL220C	FRE2
YKL219W	YKL219W	COS9
YKL218C	YKL218C	SRY1
YKL217W	YKL217W	JEN1
YKL216W	YKL216W	URA1
YKL215C	YKL215C	OXP1
YKL214C	YKL214C	YRA2
YKL213C	YKL213C	DOA1
YKL212W	YKL212W	SAC1
YKL211C	YKL211C	TRP3
snR64	snR64	snR64
YKL210W	YKL210W	UBA1
YKL209C	YKL209C	STE6
tT(CGU)K	tT(CGU)K	TRT2
YKL208W	YKL208W	CBT1
YKL207W	YKL207W	EMC3
YKL206C	YKL206C	ADD66
YKL205W	YKL205W	LOS1
YKL204W	YKL204W	EAP1
YKL203C	YKL203C	TOR2
YKL202W	YKL202W	YKL202W
YKL201C	YKL201C	MNN4
YKL198C	YKL198C	PTK1
YKL197C	YKL197C	PEX1
tN(GUU)K	tN(GUU)K	tN(GUU)K
YKL196C	YKL196C	YKT6
YKL195W	YKL195W	MIA40
YKL194C	YKL194C	MST1
YKL193C	YKL193C	SDS22
YKL192C	YKL192C	ACP1
YKL191W	YKL191W	DPH2
YKL190W	YKL190W	CNB1
tL(UAA)K	tL(UAA)K	tL(UAA)K
YKL189W	YKL189W	HYM1
YKL188C	YKL188C	PXA2
YKL187C	YKL187C	FAT3
YKL186C	YKL186C	MTR2
YKL185W	YKL185W	ASH1
YKL184W	YKL184W	SPE1
YKL183C-A	YKL183C-A	YKL183C-A
YKL183W	YKL183W	LOT5
YKL182W	YKL182W	FAS1
YKL181W	YKL181W	PRS1
YKL180W	YKL180W	RPL17A
YKL179C	YKL179C	COY1
YKL178C	YKL178C	STE3
YKL177W	YKL177W	YKL177W
YKL176C	YKL176C	LST4
YKL175W	YKL175W	ZRT3
YKL174C	YKL174C	TPO5
YKL173W	YKL173W	SNU114
YKL172W	YKL172W	EBP2
YKL171W	YKL171W	NNK1
YKL170W	YKL170W	MRPL38
YKL169C	YKL169C	YKL169C
YKL168C	YKL168C	KKQ8
YKL167C	YKL167C	MRP49
YKL166C	YKL166C	TPK3
YKL165C-A	YKL165C-A	YKL165C-A
YKL165C	YKL165C	MCD4
tE(UUC)K	tE(UUC)K	tE(UUC)K
YKL164C	YKL164C	PIR1
YKL163W	YKL163W	PIR3
YKL162C-A	YKL162C-A	YKL162C-A
YKL162C	YKL162C	YKL162C
YKL161C	YKL161C	KDX1
YKL160W	YKL160W	ELF1
YKL159C	YKL159C	RCN1
YKL157W	YKL157W	APE2
YKL156W	YKL156W	RPS27A
YKL156C-A	YKL156C-A	YKL156C-A
YKL155C	YKL155C	RSM22
YKL154W	YKL154W	SRP102
tR(UCU)K	tR(UCU)K	tR(UCU)K
YKL153W	YKL153W	YKL153W
YKL152C	YKL152C	GPM1
YKL151C	YKL151C	YKL151C
YKL150W	YKL150W	MCR1
YKL149C	YKL149C	DBR1
